
Initial Kinetic Energy : 100
Alpha = 56 Beta = 50
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 3065440  repair call  9585131

0 =      135 135 135
1 =      135 135 136
2 =      136 135 136
3 =      136 135 135
4 =      136 136 135
5 =      135 136 135
6 =      135 136 136
7 =      134 136 136
8 =      133 136 136
9 =      133 137 136
10 =      134 137 136
11 =      135 137 136
12 =      136 137 136
13 =      136 137 137
14 =      135 137 137
15 =      135 136 137
16 =      135 136 138
17 =      136 136 138
18 =      137 136 138
19 =      137 136 137
20 =      136 136 137
21 =      136 135 137
22 =      137 135 137
23 =      137 135 136
24 =      137 136 136
25 =      138 136 136
26 =      138 137 136
27 =      139 137 136
28 =      139 138 136
29 =      140 138 136
30 =      140 139 136
31 =      141 139 136
32 =      142 139 136
33 =      142 138 136
34 =      141 138 136
35 =      141 138 137
36 =      141 138 138
37 =      142 138 138
38 =      143 138 138
39 =      144 138 138
40 =      145 138 138
41 =      146 138 138
42 =      147 138 138
43 =      148 138 138
44 =      148 139 138
45 =      147 139 138
46 =      146 139 138
47 =      145 139 138

102


Initial Kinetic Energy : 100
Alpha = 70 Beta = 81
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 2903762  repair call  8680647

0 =      135 135 135
1 =      136 135 135
2 =      136 135 134
3 =      137 135 134
4 =      137 135 135
5 =      138 135 135
6 =      139 135 135
7 =      139 136 135
8 =      140 136 135
9 =      140 136 134
10 =      141 136 134
11 =      141 137 134
12 =      141 138 134
13 =      141 138 135
14 =      141 137 135
15 =      141 136 135
16 =      141 135 135
17 =      141 135 136
18 =      142 135 136
19 =      143 135 136
20 =      143 134 136
21 =      143 133 136
22 =      142 133 136
23 =      142 134 136
24 =      141 134 136
25 =      141 134 135
26 =      140 134 135
27 =      140 133 135
28 =      140 133 136
29 =      141 133 136
30 =      141 132 136
31 =      141 131 136
32 =      141 131 137
33 =      141 132 137
34 =      141 133 137
35 =      142 133 137
36 =      143 133 137
37 =      144 133 137
38 =      145 133 137
39 =      145 134 137
40 =      145 134 136
41 =      144 134 136
42 =      144 134 137
43 =      144 135 137
44 =      143 135 137
45 =      143 134 137
46 =      142 134 137
47 =      142 135 137

102


Initial Kinetic Energy : 100
Alpha = 81 Beta = 50
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 3223210  repair call  9600574

0 =      135 135 135
1 =      135 135 136
2 =      136 135 136
3 =      136 135 135
4 =      137 135 135
5 =      138 135 135
6 =      139 135 135
7 =      139 135 134
8 =      140 135 134
9 =      140 135 133
10 =      141 135 133
11 =      141 136 133
12 =      141 137 133
13 =      141 137 134
14 =      141 136 134
15 =      141 135 134
16 =      141 134 134
17 =      141 134 135
18 =      142 134 135
19 =      143 134 135
20 =      144 134 135
21 =      144 135 135
22 =      143 135 135
23 =      142 135 135
24 =      141 135 135
25 =      141 135 136
26 =      141 134 136
27 =      141 133 136
28 =      140 133 136
29 =      139 133 136
30 =      139 133 135
31 =      139 134 135
32 =      140 134 135
33 =      140 134 136
34 =      139 134 136
35 =      139 135 136
36 =      139 136 136
37 =      138 136 136
38 =      137 136 136
39 =      137 135 136
40 =      138 135 136
41 =      138 134 136
42 =      138 133 136
43 =      138 132 136
44 =      138 131 136
45 =      138 130 136
46 =      138 130 137
47 =      138 131 137

102


Initial Kinetic Energy : 100
Alpha = 51 Beta = 73
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 2736267  repair call  8630182

0 =      135 135 135
1 =      136 135 135
2 =      136 136 135
3 =      136 136 134
4 =      136 137 134
5 =      135 137 134
6 =      135 137 135
7 =      135 137 136
8 =      134 137 136
9 =      133 137 136
10 =      133 138 136
11 =      133 139 136
12 =      133 140 136
13 =      132 140 136
14 =      132 141 136
15 =      131 141 136
16 =      130 141 136
17 =      129 141 136
18 =      129 141 137
19 =      130 141 137
20 =      131 141 137
21 =      131 140 137
22 =      131 140 136
23 =      130 140 136
24 =      130 139 136
25 =      130 139 137
26 =      131 139 137
27 =      131 139 136
28 =      131 138 136
29 =      131 138 135
30 =      131 137 135
31 =      132 137 135
32 =      133 137 135
33 =      134 137 135
34 =      134 138 135
35 =      134 139 135
36 =      134 140 135
37 =      133 140 135
38 =      132 140 135
39 =      132 139 135
40 =      133 139 135
41 =      133 138 135
42 =      132 138 135
43 =      132 138 136
44 =      132 137 136
45 =      131 137 136
46 =      130 137 136
47 =      130 138 136

102


Initial Kinetic Energy : 100
Alpha = 53 Beta = 81
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 2675740  repair call  8723707

0 =      135 135 135
1 =      136 135 135
2 =      136 135 134
3 =      137 135 134
4 =      137 135 135
5 =      138 135 135
6 =      139 135 135
7 =      139 136 135
8 =      140 136 135
9 =      140 136 134
10 =      141 136 134
11 =      141 137 134
12 =      141 138 134
13 =      141 138 135
14 =      141 137 135
15 =      141 136 135
16 =      141 136 136
17 =      140 136 136
18 =      139 136 136
19 =      139 135 136
20 =      140 135 136
21 =      141 135 136
22 =      142 135 136
23 =      142 134 136
24 =      141 134 136
25 =      141 134 137
26 =      142 134 137
27 =      142 135 137
28 =      141 135 137
29 =      140 135 137
30 =      140 134 137
31 =      140 134 136
32 =      139 134 136
33 =      139 133 136
34 =      140 133 136
35 =      141 133 136
36 =      141 133 135
37 =      141 133 134
38 =      141 133 133
39 =      142 133 133
40 =      142 133 134
41 =      143 133 134
42 =      143 134 134
43 =      144 134 134
44 =      144 135 134
45 =      143 135 134
46 =      143 136 134
47 =      144 136 134

102


Initial Kinetic Energy : 100
Alpha = 59 Beta = 65
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 2735520  repair call  9025492

0 =      135 135 135
1 =      136 135 135
2 =      136 135 134
3 =      137 135 134
4 =      137 135 135
5 =      138 135 135
6 =      139 135 135
7 =      139 136 135
8 =      140 136 135
9 =      140 136 134
10 =      141 136 134
11 =      141 137 134
12 =      141 138 134
13 =      141 138 135
14 =      141 137 135
15 =      141 136 135
16 =      141 136 136
17 =      140 136 136
18 =      139 136 136
19 =      139 135 136
20 =      140 135 136
21 =      141 135 136
22 =      142 135 136
23 =      142 134 136
24 =      141 134 136
25 =      141 134 137
26 =      142 134 137
27 =      142 135 137
28 =      141 135 137
29 =      140 135 137
30 =      140 134 137
31 =      140 134 136
32 =      139 134 136
33 =      139 133 136
34 =      140 133 136
35 =      141 133 136
36 =      141 133 135
37 =      141 133 134
38 =      141 133 133
39 =      142 133 133
40 =      142 133 134
41 =      143 133 134
42 =      143 134 134
43 =      143 134 135
44 =      142 134 135
45 =      142 135 135
46 =      143 135 135
47 =      143 136 135

102


Initial Kinetic Energy : 100
Alpha = 78 Beta = 61
------------------------------------------------------------------------------

Hightest attempted 0 times... out of 500   div loops diff = 3173874  repair call  9535735

0 =      135 135 135
1 =      135 135 136
2 =      136 135 136
3 =      136 135 135
4 =      137 135 135
5 =      137 136 135
6 =      137 136 136
7 =      138 136 136
8 =      139 136 136
9 =      139 136 135
10 =      140 136 135
11 =      140 137 135
12 =      140 138 135
13 =      140 138 136
14 =      140 137 136
15 =      140 136 136
16 =      140 135 136
17 =      140 135 137
18 =      141 135 137
19 =      142 135 137
20 =      143 135 137
21 =      143 136 137
22 =      142 136 137
23 =      141 136 137
24 =      140 136 137
25 =      140 137 137
26 =      139 137 137
27 =      139 137 136
28 =      138 137 136
29 =      137 137 136
30 =      137 138 136
31 =      138 138 136
32 =      139 138 136
33 =      139 139 136
34 =      140 139 136
35 =      141 139 136
36 =      141 140 136
37 =      142 140 136
38 =      142 141 136
39 =      142 141 137
40 =      142 142 137
41 =      142 142 138
42 =      143 142 138
43 =      144 142 138
44 =      144 143 138
45 =      143 143 138
46 =      143 144 138
47 =      144 144 138

102


